"AREA_NAME","value","year"
"Woodbine Corridor",21,2018
"Woodbine Corridor",24,2019
"Woodbine Corridor",32,2020
"Woodbine Corridor",19,2021
"Woodbine Corridor",14,2022
"Woodbine Corridor",9,2023
"The Beaches",53,2014
"The Beaches",18,2015
"The Beaches",89,2016
"The Beaches",31,2017
"The Beaches",37,2018
"The Beaches",37,2019
"The Beaches",47,2020
"The Beaches",21,2021
"The Beaches",21,2022
"The Beaches",25,2023
"East End-Danforth",40,2014
"East End-Danforth",46,2015
"East End-Danforth",51,2016
"East End-Danforth",38,2017
"East End-Danforth",45,2018
"East End-Danforth",31,2019
"East End-Danforth",49,2020
"East End-Danforth",42,2021
"East End-Danforth",45,2022
"East End-Danforth",27,2023
"Taylor-Massey",9,2014
"Taylor-Massey",8,2015
"Taylor-Massey",9,2016
"Taylor-Massey",5,2017
"Taylor-Massey",17,2018
"Taylor-Massey",4,2019
"Taylor-Massey",17,2020
"Taylor-Massey",17,2021
"Taylor-Massey",11,2022
"Taylor-Massey",16,2023
"Woodbine-Lumsden",5,2014
"Woodbine-Lumsden",3,2015
"Woodbine-Lumsden",7,2016
"Woodbine-Lumsden",2,2017
"Woodbine-Lumsden",6,2018
"Woodbine-Lumsden",8,2019
"Woodbine-Lumsden",7,2020
"Woodbine-Lumsden",3,2021
"Woodbine-Lumsden",1,2022
"Woodbine-Lumsden",5,2023
"Danforth East York",5,2014
"Danforth East York",4,2015
"Danforth East York",21,2016
"Danforth East York",9,2017
"Danforth East York",9,2018
"Danforth East York",12,2019
"Danforth East York",21,2020
"Danforth East York",22,2021
"Danforth East York",13,2022
"Danforth East York",4,2023
"Old East York",4,2014
"Old East York",2,2015
"Old East York",1,2016
"Old East York",5,2017
"Old East York",3,2018
"Old East York",0,2019
"Old East York",8,2020
"Old East York",4,2021
"Old East York",7,2022
"Old East York",6,2023
"Runnymede-Bloor West Village",21,2014
"Runnymede-Bloor West Village",19,2015
"Runnymede-Bloor West Village",15,2016
"Runnymede-Bloor West Village",21,2017
"Runnymede-Bloor West Village",5,2018
"Runnymede-Bloor West Village",8,2019
"Runnymede-Bloor West Village",8,2020
"Runnymede-Bloor West Village",7,2021
"Runnymede-Bloor West Village",5,2022
"Runnymede-Bloor West Village",15,2023
"High Park North",32,2014
"High Park North",36,2015
"High Park North",46,2016
"High Park North",60,2017
"High Park North",53,2018
"High Park North",50,2019
"High Park North",58,2020
"High Park North",29,2021
"High Park North",33,2022
"High Park North",28,2023
"High Park-Swansea",19,2014
"High Park-Swansea",22,2015
"High Park-Swansea",57,2016
"High Park-Swansea",33,2017
"High Park-Swansea",46,2018
"High Park-Swansea",35,2019
"High Park-Swansea",20,2020
"High Park-Swansea",31,2021
"High Park-Swansea",16,2022
"High Park-Swansea",19,2023
"Roncesvalles",26,2014
"Roncesvalles",42,2015
"Roncesvalles",28,2016
"Roncesvalles",72,2017
"Roncesvalles",68,2018
"Roncesvalles",54,2019
"Roncesvalles",45,2020
"Roncesvalles",24,2021
"Roncesvalles",21,2022
"Roncesvalles",21,2023
"South Parkdale",26,2014
"South Parkdale",24,2015
"South Parkdale",31,2016
"South Parkdale",46,2017
"South Parkdale",44,2018
"South Parkdale",78,2019
"South Parkdale",50,2020
"South Parkdale",32,2021
"South Parkdale",29,2022
"South Parkdale",30,2023
"Little Portugal",39,2014
"Little Portugal",40,2015
"Little Portugal",41,2016
"Little Portugal",81,2017
"Little Portugal",56,2018
"Little Portugal",64,2019
"Little Portugal",74,2020
"Little Portugal",42,2021
"Little Portugal",19,2022
"Little Portugal",17,2023
"Dufferin Grove",26,2014
"Dufferin Grove",40,2015
"Dufferin Grove",45,2016
"Dufferin Grove",45,2017
"Dufferin Grove",30,2018
"Dufferin Grove",45,2019
"Dufferin Grove",37,2020
"Dufferin Grove",28,2021
"Dufferin Grove",37,2022
"Dufferin Grove",58,2023
"Trinity-Bellwoods",38,2014
"Trinity-Bellwoods",42,2015
"Trinity-Bellwoods",69,2016
"Trinity-Bellwoods",60,2017
"Trinity-Bellwoods",66,2018
"Trinity-Bellwoods",59,2019
"Trinity-Bellwoods",80,2020
"Trinity-Bellwoods",39,2021
"Trinity-Bellwoods",31,2022
"Trinity-Bellwoods",46,2023
"Don Valley Village",7,2014
"Don Valley Village",7,2015
"Don Valley Village",2,2016
"Don Valley Village",4,2017
"Don Valley Village",9,2018
"Don Valley Village",4,2019
"Don Valley Village",6,2020
"Don Valley Village",17,2021
"Don Valley Village",4,2022
"Don Valley Village",7,2023
"Pleasant View",1,2014
"Pleasant View",0,2015
"Pleasant View",2,2016
"Pleasant View",2,2017
"Pleasant View",1,2018
"Pleasant View",3,2019
"Pleasant View",6,2020
"Pleasant View",8,2021
"Pleasant View",2,2022
"Pleasant View",11,2023
"Flemingdon Park",13,2014
"Flemingdon Park",10,2015
"Flemingdon Park",4,2016
"Flemingdon Park",5,2017
"Flemingdon Park",2,2018
"Flemingdon Park",7,2019
"Flemingdon Park",4,2020
"Flemingdon Park",5,2021
"Flemingdon Park",4,2022
"Flemingdon Park",6,2023
"Victoria Village",3,2014
"Victoria Village",3,2015
"Victoria Village",1,2016
"Victoria Village",1,2017
"Victoria Village",3,2018
"Victoria Village",1,2019
"Victoria Village",1,2020
"Victoria Village",3,2021
"Victoria Village",5,2022
"Victoria Village",2,2023
"Banbury-Don Mills",3,2014
"Banbury-Don Mills",12,2015
"Banbury-Don Mills",5,2016
"Banbury-Don Mills",10,2017
"Banbury-Don Mills",13,2018
"Banbury-Don Mills",2,2019
"Banbury-Don Mills",6,2020
"Banbury-Don Mills",12,2021
"Banbury-Don Mills",8,2022
"Banbury-Don Mills",14,2023
"Bridle Path-Sunnybrook-York Mills",3,2014
"Bridle Path-Sunnybrook-York Mills",6,2015
"Bridle Path-Sunnybrook-York Mills",6,2016
"Bridle Path-Sunnybrook-York Mills",6,2017
"Bridle Path-Sunnybrook-York Mills",3,2018
"Bridle Path-Sunnybrook-York Mills",6,2019
"Bridle Path-Sunnybrook-York Mills",11,2020
"Bridle Path-Sunnybrook-York Mills",1,2021
"Bridle Path-Sunnybrook-York Mills",3,2022
"Bridle Path-Sunnybrook-York Mills",8,2023
"St.Andrew-Windfields",8,2014
"St.Andrew-Windfields",1,2015
"St.Andrew-Windfields",7,2016
"St.Andrew-Windfields",5,2017
"St.Andrew-Windfields",7,2018
"St.Andrew-Windfields",4,2019
"St.Andrew-Windfields",16,2020
"St.Andrew-Windfields",14,2021
"St.Andrew-Windfields",8,2022
"St.Andrew-Windfields",11,2023
"Bedford Park-Nortown",11,2014
"Bedford Park-Nortown",9,2015
"Bedford Park-Nortown",20,2016
"Bedford Park-Nortown",11,2017
"Bedford Park-Nortown",20,2018
"Bedford Park-Nortown",20,2019
"Bedford Park-Nortown",8,2020
"Bedford Park-Nortown",3,2021
"Bedford Park-Nortown",6,2022
"Bedford Park-Nortown",7,2023
"Lansing-Westgate",6,2014
"Lansing-Westgate",4,2015
"Lansing-Westgate",13,2016
"Lansing-Westgate",5,2017
"Lansing-Westgate",4,2018
"Lansing-Westgate",5,2019
"Lansing-Westgate",11,2020
"Lansing-Westgate",12,2021
"Lansing-Westgate",1,2022
"Lansing-Westgate",11,2023
"Willowdale West",5,2014
"Willowdale West",15,2015
"Willowdale West",47,2016
"Willowdale West",23,2017
"Willowdale West",8,2018
"Willowdale West",11,2019
"Willowdale West",13,2020
"Willowdale West",18,2021
"Willowdale West",18,2022
"Willowdale West",6,2023
"Newtonbrook West",17,2014
"Newtonbrook West",19,2015
"Newtonbrook West",27,2016
"Newtonbrook West",24,2017
"Newtonbrook West",16,2018
"Newtonbrook West",16,2019
"Newtonbrook West",23,2020
"Newtonbrook West",17,2021
"Newtonbrook West",13,2022
"Newtonbrook West",20,2023
"Westminster-Branson",8,2014
"Westminster-Branson",11,2015
"Westminster-Branson",15,2016
"Westminster-Branson",10,2017
"Westminster-Branson",5,2018
"Westminster-Branson",11,2019
"Westminster-Branson",14,2020
"Westminster-Branson",17,2021
"Westminster-Branson",4,2022
"Westminster-Branson",5,2023
"Bathurst Manor",4,2014
"Bathurst Manor",6,2015
"Bathurst Manor",4,2016
"Bathurst Manor",7,2017
"Bathurst Manor",9,2018
"Bathurst Manor",6,2019
"Bathurst Manor",12,2020
"Bathurst Manor",5,2021
"Bathurst Manor",7,2022
"Bathurst Manor",5,2023
"Clanton Park",6,2014
"Clanton Park",5,2015
"Clanton Park",1,2016
"Clanton Park",5,2017
"Clanton Park",11,2018
"Clanton Park",9,2019
"Clanton Park",11,2020
"Clanton Park",12,2021
"Clanton Park",15,2022
"Clanton Park",9,2023
"Englemount-Lawrence",6,2014
"Englemount-Lawrence",27,2015
"Englemount-Lawrence",18,2016
"Englemount-Lawrence",6,2017
"Englemount-Lawrence",12,2018
"Englemount-Lawrence",10,2019
"Englemount-Lawrence",33,2020
"Englemount-Lawrence",13,2021
"Englemount-Lawrence",7,2022
"Englemount-Lawrence",9,2023
"Yorkdale-Glen Park",13,2014
"Yorkdale-Glen Park",15,2015
"Yorkdale-Glen Park",11,2016
"Yorkdale-Glen Park",12,2017
"Yorkdale-Glen Park",15,2018
"Yorkdale-Glen Park",20,2019
"Yorkdale-Glen Park",33,2020
"Yorkdale-Glen Park",29,2021
"Yorkdale-Glen Park",18,2022
"Yorkdale-Glen Park",13,2023
"Brookhaven-Amesbury",2,2014
"Brookhaven-Amesbury",6,2015
"Brookhaven-Amesbury",4,2016
"Brookhaven-Amesbury",7,2017
"Brookhaven-Amesbury",6,2018
"Brookhaven-Amesbury",4,2019
"Brookhaven-Amesbury",1,2020
"Brookhaven-Amesbury",7,2021
"Brookhaven-Amesbury",4,2022
"Brookhaven-Amesbury",5,2023
"Maple Leaf",0,2014
"Maple Leaf",1,2015
"Maple Leaf",0,2016
"Maple Leaf",2,2017
"Maple Leaf",1,2018
"Maple Leaf",0,2019
"Maple Leaf",2,2020
"Maple Leaf",1,2021
"Maple Leaf",0,2022
"Maple Leaf",NA,2023
"Rustic",0,2014
"Rustic",2,2015
"Rustic",3,2016
"Rustic",0,2017
"Rustic",0,2018
"Rustic",2,2019
"Rustic",5,2020
"Rustic",0,2021
"Rustic",1,2022
"Rustic",NA,2023
"York University Heights",15,2014
"York University Heights",27,2015
"York University Heights",25,2016
"York University Heights",33,2017
"York University Heights",36,2018
"York University Heights",18,2019
"York University Heights",39,2020
"York University Heights",18,2021
"York University Heights",34,2022
"York University Heights",16,2023
"Glenfield-Jane Heights",10,2014
"Glenfield-Jane Heights",28,2015
"Glenfield-Jane Heights",10,2016
"Glenfield-Jane Heights",13,2017
"Glenfield-Jane Heights",8,2018
"Glenfield-Jane Heights",8,2019
"Glenfield-Jane Heights",15,2020
"Glenfield-Jane Heights",6,2021
"Glenfield-Jane Heights",5,2022
"Glenfield-Jane Heights",5,2023
"Broadview North",4,2014
"Broadview North",9,2015
"Broadview North",16,2016
"Broadview North",10,2017
"Broadview North",1,2018
"Broadview North",13,2019
"Broadview North",35,2020
"Broadview North",10,2021
"Broadview North",24,2022
"Broadview North",11,2023
"Leaside-Bennington",26,2014
"Leaside-Bennington",23,2015
"Leaside-Bennington",38,2016
"Leaside-Bennington",17,2017
"Leaside-Bennington",23,2018
"Leaside-Bennington",26,2019
"Leaside-Bennington",48,2020
"Leaside-Bennington",28,2021
"Leaside-Bennington",10,2022
"Leaside-Bennington",12,2023
"Thorncliffe Park",10,2014
"Thorncliffe Park",5,2015
"Thorncliffe Park",15,2016
"Thorncliffe Park",10,2017
"Thorncliffe Park",3,2018
"Thorncliffe Park",8,2019
"Thorncliffe Park",15,2020
"Thorncliffe Park",17,2021
"Thorncliffe Park",16,2022
"Thorncliffe Park",10,2023
"O'Connor-Parkview",9,2014
"O'Connor-Parkview",11,2015
"O'Connor-Parkview",6,2016
"O'Connor-Parkview",9,2017
"O'Connor-Parkview",9,2018
"O'Connor-Parkview",5,2019
"O'Connor-Parkview",6,2020
"O'Connor-Parkview",7,2021
"O'Connor-Parkview",7,2022
"O'Connor-Parkview",8,2023
"Henry Farm",4,2014
"Henry Farm",2,2015
"Henry Farm",1,2016
"Henry Farm",3,2017
"Henry Farm",1,2018
"Henry Farm",6,2019
"Henry Farm",12,2020
"Henry Farm",19,2021
"Henry Farm",7,2022
"Henry Farm",8,2023
"Bayview Village",8,2014
"Bayview Village",11,2015
"Bayview Village",25,2016
"Bayview Village",12,2017
"Bayview Village",15,2018
"Bayview Village",9,2019
"Bayview Village",46,2020
"Bayview Village",11,2021
"Bayview Village",7,2022
"Bayview Village",17,2023
"Newtonbrook East",9,2014
"Newtonbrook East",8,2015
"Newtonbrook East",9,2016
"Newtonbrook East",9,2017
"Newtonbrook East",6,2018
"Newtonbrook East",7,2019
"Newtonbrook East",1,2020
"Newtonbrook East",8,2021
"Newtonbrook East",9,2022
"Newtonbrook East",8,2023
"Bayview Woods-Steeles",2,2014
"Bayview Woods-Steeles",3,2015
"Bayview Woods-Steeles",1,2016
"Bayview Woods-Steeles",2,2017
"Bayview Woods-Steeles",1,2018
"Bayview Woods-Steeles",2,2019
"Bayview Woods-Steeles",3,2020
"Bayview Woods-Steeles",1,2021
"Bayview Woods-Steeles",0,2022
"Bayview Woods-Steeles",3,2023
"Hillcrest Village",4,2014
"Hillcrest Village",4,2015
"Hillcrest Village",3,2016
"Hillcrest Village",7,2017
"Hillcrest Village",8,2018
"Hillcrest Village",9,2019
"Hillcrest Village",0,2020
"Hillcrest Village",4,2021
"Hillcrest Village",0,2022
"Hillcrest Village",2,2023
"Alderwood",5,2014
"Alderwood",2,2015
"Alderwood",3,2016
"Alderwood",4,2017
"Alderwood",9,2018
"Alderwood",5,2019
"Alderwood",8,2020
"Alderwood",0,2021
"Alderwood",12,2022
"Alderwood",2,2023
"Long Branch",12,2014
"Long Branch",10,2015
"Long Branch",10,2016
"Long Branch",17,2017
"Long Branch",35,2018
"Long Branch",11,2019
"Long Branch",8,2020
"Long Branch",11,2021
"Long Branch",30,2022
"Long Branch",16,2023
"New Toronto",7,2014
"New Toronto",12,2015
"New Toronto",6,2016
"New Toronto",9,2017
"New Toronto",35,2018
"New Toronto",9,2019
"New Toronto",16,2020
"New Toronto",9,2021
"New Toronto",21,2022
"New Toronto",9,2023
"Stonegate-Queensway",10,2014
"Stonegate-Queensway",20,2015
"Stonegate-Queensway",12,2016
"Stonegate-Queensway",8,2017
"Stonegate-Queensway",12,2018
"Stonegate-Queensway",11,2019
"Stonegate-Queensway",13,2020
"Stonegate-Queensway",5,2021
"Stonegate-Queensway",10,2022
"Stonegate-Queensway",7,2023
"Kingsway South",12,2014
"Kingsway South",16,2015
"Kingsway South",14,2016
"Kingsway South",8,2017
"Kingsway South",7,2018
"Kingsway South",7,2019
"Kingsway South",12,2020
"Kingsway South",6,2021
"Kingsway South",6,2022
"Kingsway South",9,2023
"Etobicoke West Mall",10,2014
"Etobicoke West Mall",2,2015
"Etobicoke West Mall",1,2016
"Etobicoke West Mall",2,2017
"Etobicoke West Mall",2,2018
"Etobicoke West Mall",3,2019
"Etobicoke West Mall",2,2020
"Etobicoke West Mall",4,2021
"Etobicoke West Mall",4,2022
"Etobicoke West Mall",3,2023
"Markland Wood",32,2014
"Markland Wood",6,2015
"Markland Wood",1,2016
"Markland Wood",3,2017
"Markland Wood",5,2018
"Markland Wood",9,2019
"Markland Wood",1,2020
"Markland Wood",1,2021
"Markland Wood",1,2022
"Markland Wood",1,2023
"Eringate-Centennial-West Deane",5,2014
"Eringate-Centennial-West Deane",2,2015
"Eringate-Centennial-West Deane",4,2016
"Eringate-Centennial-West Deane",4,2017
"Eringate-Centennial-West Deane",2,2018
"Eringate-Centennial-West Deane",3,2019
"Eringate-Centennial-West Deane",4,2020
"Eringate-Centennial-West Deane",0,2021
"Eringate-Centennial-West Deane",0,2022
"Eringate-Centennial-West Deane",2,2023
"Princess-Rosethorn",3,2014
"Princess-Rosethorn",4,2015
"Princess-Rosethorn",3,2016
"Princess-Rosethorn",3,2017
"Princess-Rosethorn",6,2018
"Princess-Rosethorn",5,2019
"Princess-Rosethorn",2,2020
"Princess-Rosethorn",5,2021
"Princess-Rosethorn",1,2022
"Princess-Rosethorn",2,2023
"Edenbridge-Humber Valley",3,2014
"Edenbridge-Humber Valley",11,2015
"Edenbridge-Humber Valley",5,2016
"Edenbridge-Humber Valley",11,2017
"Edenbridge-Humber Valley",3,2018
"Edenbridge-Humber Valley",1,2019
"Edenbridge-Humber Valley",4,2020
"Edenbridge-Humber Valley",6,2021
"Edenbridge-Humber Valley",2,2022
"Edenbridge-Humber Valley",2,2023
"Humber Heights-Westmount",3,2014
"Humber Heights-Westmount",3,2015
"Humber Heights-Westmount",1,2016
"Humber Heights-Westmount",1,2017
"Humber Heights-Westmount",3,2018
"Humber Heights-Westmount",1,2019
"Humber Heights-Westmount",1,2020
"Humber Heights-Westmount",3,2021
"Humber Heights-Westmount",4,2022
"Humber Heights-Westmount",1,2023
"Willowridge-Martingrove-Richview",2,2014
"Willowridge-Martingrove-Richview",11,2015
"Willowridge-Martingrove-Richview",2,2016
"Willowridge-Martingrove-Richview",3,2017
"Willowridge-Martingrove-Richview",3,2018
"Willowridge-Martingrove-Richview",2,2019
"Willowridge-Martingrove-Richview",1,2020
"Willowridge-Martingrove-Richview",6,2021
"Willowridge-Martingrove-Richview",5,2022
"Willowridge-Martingrove-Richview",3,2023
"Kingsview Village-The Westway",0,2014
"Kingsview Village-The Westway",6,2015
"Kingsview Village-The Westway",2,2016
"Kingsview Village-The Westway",4,2017
"Kingsview Village-The Westway",5,2018
"Kingsview Village-The Westway",5,2019
"Kingsview Village-The Westway",5,2020
"Kingsview Village-The Westway",3,2021
"Kingsview Village-The Westway",5,2022
"Kingsview Village-The Westway",1,2023
"Elms-Old Rexdale",1,2014
"Elms-Old Rexdale",4,2015
"Elms-Old Rexdale",2,2016
"Elms-Old Rexdale",3,2017
"Elms-Old Rexdale",2,2018
"Elms-Old Rexdale",1,2019
"Elms-Old Rexdale",2,2020
"Elms-Old Rexdale",0,2021
"Elms-Old Rexdale",2,2022
"Elms-Old Rexdale",6,2023
"Rexdale-Kipling",0,2014
"Rexdale-Kipling",1,2015
"Rexdale-Kipling",2,2016
"Rexdale-Kipling",2,2017
"Rexdale-Kipling",1,2018
"Rexdale-Kipling",1,2019
"Rexdale-Kipling",1,2020
"Rexdale-Kipling",2,2021
"Rexdale-Kipling",1,2022
"Rexdale-Kipling",1,2023
"Thistletown-Beaumond Heights",2,2014
"Thistletown-Beaumond Heights",5,2015
"Thistletown-Beaumond Heights",3,2016
"Thistletown-Beaumond Heights",0,2017
"Thistletown-Beaumond Heights",0,2018
"Thistletown-Beaumond Heights",0,2019
"Thistletown-Beaumond Heights",0,2020
"Thistletown-Beaumond Heights",1,2021
"Thistletown-Beaumond Heights",0,2022
"Thistletown-Beaumond Heights",5,2023
"Mount Olive-Silverstone-Jamestown",7,2014
"Mount Olive-Silverstone-Jamestown",5,2015
"Mount Olive-Silverstone-Jamestown",13,2016
"Mount Olive-Silverstone-Jamestown",9,2017
"Mount Olive-Silverstone-Jamestown",3,2018
"Mount Olive-Silverstone-Jamestown",5,2019
"Mount Olive-Silverstone-Jamestown",10,2020
"Mount Olive-Silverstone-Jamestown",6,2021
"Mount Olive-Silverstone-Jamestown",8,2022
"Mount Olive-Silverstone-Jamestown",11,2023
"West Humber-Clairville",4,2014
"West Humber-Clairville",18,2015
"West Humber-Clairville",18,2016
"West Humber-Clairville",10,2017
"West Humber-Clairville",9,2018
"West Humber-Clairville",7,2019
"West Humber-Clairville",5,2020
"West Humber-Clairville",12,2021
"West Humber-Clairville",6,2022
"West Humber-Clairville",10,2023
"Black Creek",9,2014
"Black Creek",9,2015
"Black Creek",4,2016
"Black Creek",2,2017
"Black Creek",10,2018
"Black Creek",7,2019
"Black Creek",2,2020
"Black Creek",7,2021
"Black Creek",3,2022
"Black Creek",5,2023
"Pelmo Park-Humberlea",3,2014
"Pelmo Park-Humberlea",1,2015
"Pelmo Park-Humberlea",1,2016
"Pelmo Park-Humberlea",0,2017
"Pelmo Park-Humberlea",4,2018
"Pelmo Park-Humberlea",1,2019
"Pelmo Park-Humberlea",5,2020
"Pelmo Park-Humberlea",3,2021
"Pelmo Park-Humberlea",5,2022
"Pelmo Park-Humberlea",NA,2023
"Humbermede",2,2014
"Humbermede",5,2015
"Humbermede",3,2016
"Humbermede",3,2017
"Humbermede",2,2018
"Humbermede",1,2019
"Humbermede",4,2020
"Humbermede",2,2021
"Humbermede",1,2022
"Humbermede",2,2023
"Humber Summit",7,2014
"Humber Summit",3,2015
"Humber Summit",6,2016
"Humber Summit",3,2017
"Humber Summit",2,2018
"Humber Summit",7,2019
"Humber Summit",1,2020
"Humber Summit",2,2021
"Humber Summit",2,2022
"Humber Summit",4,2023
